NtsbNo,EventType,EventDate,City,State,Country,N,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,CoordSource
OAK74FVG35,ACC,1974-03-18T05:00:00Z,BURSON,California,United States,N96325,Minor,0,0,1,,34.1141,-118.4068,TAYLORCRAFT,BC12-D,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
LAX74DVM19,ACC,1974-03-18T05:00:00Z,S.LUIS OBIS,California,United States,N85351,None,0,0,0,,34.1141,-118.4068,AERONCA,7AC,AIR,,,FALSE,1,,PERS,91,Substantial,IFR,,state_centroid
IAD74FIJ13,ACC,1974-03-17T05:00:00Z,GREENBANK,West Virginia,United States,N1791H,None,0,0,0,,38.4109,-82.4345,CESSNA,310C,AIR,,NATL RADIO ASTRON,FALSE,2,,PERS,91,Substantial,IFR,,state_centroid
MIA74DKG61,ACC,1974-03-17T05:00:00Z,ST SIMONS IS,Georgia,United States,N92422,None,0,0,0,,33.7628,-84.422,CESSNA,182N,AIR,,MCKINNON,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
LAX74AL062,ACC,1974-03-17T05:00:00Z,VENTURA,California,United States,N20860,Fatal,4,0,0,,34.1141,-118.4068,CESSNA,182P,AIR,,VENTURA COUNTY,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
MIA74DKT61,ACC,1974-03-16T05:00:00Z,OCHOPEE,Florida,United States,N9660,None,0,0,0,,25.784,-80.2101,BELL,47D1,HELI,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FGM21,ACC,1974-03-15T05:00:00Z,MCKEAN,Pennsylvania,United States,N26331,None,0,0,0,,40.0077,-75.1339,AERONCA,65-LA,AIR,,WAISLEY,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74AF066,ACC,1974-03-15T05:00:00Z,MT HOME,Arkansas,United States,N4928D,Fatal,1,0,0,,34.7256,-92.3577,CESSNA,182,AIR,,TWIN LAKES,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
LAX74FUQ36,ACC,1974-03-14T05:00:00Z,SNTA BRBARA,California,United States,N6685G,Serious,0,1,0,,34.1141,-118.4068,CESSNA,150L,AIR,,,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
MIA74FKT62,ACC,1974-03-14T05:00:00Z,HIGHLAND BCH,Florida,United States,N8609P,Minor,0,0,1,,25.784,-80.2101,PIPER,PA-24,AIR,,BOCA RATON,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
ANC74FAA74,ACC,1974-03-11T05:00:00Z,WHITE MNTN,Alaska,United States,N2928N,None,0,0,0,,61.1508,-149.1091,CESSNA,120,AIR,,WHITE MOUNTAIN,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK74AP044,ACC,1974-03-10T05:00:00Z,INDIAN SPGS,Nevada,United States,N7298E,Fatal,1,1,0,,36.2333,-115.2654,CESSNA,182,AIR,,,FALSE,1,,BUS,91,Destroyed,VFR,,state_centroid
CHI74FEE59,ACC,1974-03-10T05:00:00Z,ST.CHARLES,Illinois,United States,N111DL,None,0,0,0,,41.8375,-87.6866,CESSNA,182P,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FHJ22,ACC,1974-03-10T05:00:00Z,BROOKHAVEN,New York,United States,N4016Z,None,0,0,0,,40.6943,-73.9249,PIPER,PA-18,AIR,,BROOKHAVEN,FALSE,1,,GLDT,91,Substantial,VFR,,state_centroid
OAK74DVA47,ACC,1974-03-09T05:00:00Z,PIEDRA,California,United States,N56059,None,0,0,0,,34.1141,-118.4068,BOEING,B75,AIR,,GIFFEN AIRSTRIP,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
FTW74DRD23,ACC,1974-03-08T05:00:00Z,GLORIA,Louisiana,United States,N4833,None,0,0,0,,30.0687,-89.9288,BELL,206B,HELI,,GLORIA HELIPORT,FALSE,1,,EXEC,91,Destroyed,IFR,,state_centroid
LAX74FUJ44,ACC,1974-03-08T05:00:00Z,LAKE HAVASU,Arizona,United States,N711LB,Serious,0,2,1,,33.5722,-112.0892,BEECH,D35,AIR,,LAKE HAVASU,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
FTW74FRA31,ACC,1974-03-06T05:00:00Z,BUCKEYE,Texas,United States,"N5458, N5470",Fatal,1,0,0,,29.786,-95.3885,"GRUMMAN, GRUMMAN","G-164A, G-164A","AIR,AIR",,FARM STRIP,"FALSE,FALSE","1,1",,"AAPL,AAPL","91,091","Destroyed,Substantial",VFR,",",state_centroid
LAX74AL059,ACC,1974-03-05T05:00:00Z,BORREGO SPG,California,United States,N208PA,None,0,0,0,,34.1141,-118.4068,NAMC,YS-11A,AIR,,,FALSE,2,,INST,91,Substantial,VFR,,state_centroid
SEA74FYC36,ACC,1974-03-05T05:00:00Z,MT HOOD,Oregon,United States,N5367V,None,0,0,0,,45.5371,-122.65,HILLER ACFT,UH-12E,HELI,,WOODS,FALSE,1,,OWRK,91,Substantial,VFR,,state_centroid
CHI74AC073,ACC,1974-03-03T05:00:00Z,CORAL,Michigan,United States,N8693Z,Fatal,4,0,0,,42.3834,-83.1024,CESSNA,P206C,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
DEN74AD041,ACC,1974-03-02T05:00:00Z,GLENWOOD SPG,Colorado,United States,N711AH,Fatal,5,2,0,,39.762,-104.8758,MITSUBISHI,MU-2B,AIR,,,FALSE,2,,PERS,91,Destroyed,VFR,,state_centroid
MIA74DLA34,ACC,1974-03-02T05:00:00Z,SATSUMA,Florida,United States,N9063L,None,0,0,0,,25.784,-80.2101,CHAMPION,7ECA,AIR,,M Q RANCH,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA74FKG54,ACC,1974-03-02T05:00:00Z,MAYFIELD,Georgia,United States,N3018L,None,0,0,0,,33.7628,-84.422,CESSNA,310J,AIR,,MAYFIELD,FALSE,2,,PERS,91,Substantial,VFR,,state_centroid
NYC74AN074,ACC,1974-03-02T05:00:00Z,SWANSEA,Massachusetts,United States,N35526,Fatal,2,0,0,,42.3188,-71.0852,CESSNA,172,AIR,,FALL RIVER,FALSE,1,,INST,91,Destroyed,VFR,,state_centroid
OAK74AP041,ACC,1974-03-02T05:00:00Z,CRESCENT CY,California,United States,N29365,Fatal,2,0,0,,34.1141,-118.4068,CESSNA,177,AIR,,JACK MCNAMARA FLD,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
DEN74DTM12,ACC,1974-03-01T05:00:00Z,THISTLE,Utah,United States,N2362U,None,0,0,0,,40.7776,-111.9311,CESSNA,172D,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK74AP042,ACC,1974-03-01T05:00:00Z,SUTTER CRK,California,United States,N6117Y,None,0,0,0,,34.1141,-118.4068,PIPER,PA-23,AIR,,,FALSE,2,,PERS,91,Substantial,VFR,,state_centroid
SEA74DYC33,ACC,1974-02-28T05:00:00Z,LAGRANDE,Oregon,United States,N9343L,None,0,0,0,,45.5371,-122.65,AMER AVCO,AA-1A,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
DEN74FQA30,ACC,1974-02-27T05:00:00Z,BERNARDO,New Mexico,United States,N9261Q,None,0,0,0,,35.1054,-106.6465,BEECH,A36,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FNA36,ACC,1974-02-27T05:00:00Z,IPSWICH,Massachusetts,United States,N2850Z,None,0,0,0,,42.3188,-71.0852,PIPER,PA-22,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74FPJ23,ACC,1974-02-27T05:00:00Z,OKLA CITY,Oklahoma,United States,N9360X,None,0,0,0,,35.4676,-97.5136,CESSNA,182,AIR,,WILEY POST,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74DGT17,ACC,1974-02-26T05:00:00Z,UNIVERSITY PK,Pennsylvania,United States,N1931Z,None,0,0,0,,40.0077,-75.1339,CESSNA,150,AIR,,UNIVERSITY PARK,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
ANC74DAG91,ACC,1974-02-25T05:00:00Z,NICHOLI,Alaska,United States,N6203M,None,0,0,0,,61.1508,-149.1091,STINSON,108-3,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
IAD74AI046,ACC,1974-02-24T05:00:00Z,MCHENRY,Maryland,United States,N6010W,Fatal,1,0,0,,39.3051,-76.6144,PIPER,PA-28,AIR,,GARRETT COUNTY,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
SEA74AS033,ACC,1974-02-22T05:00:00Z,SKAMANIA,Washington,United States,N566T,Fatal,2,0,0,,47.6211,-122.3244,BEECH,N35,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
SEA74DYG24,ACC,1974-02-21T05:00:00Z,ST.JOHN,Washington,United States,N40352,Minor,0,0,4,,47.6211,-122.3244,MAULE,M-4,AIR,,LARAMIE AVIATION,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FHM16,ACC,1974-02-19T05:00:00Z,NEWBURGH,New York,United States,N2863L,None,0,0,0,,40.6943,-73.9249,CESSNA,172H,AIR,,STEWART,FALSE,1,,PERS,91,Substantial,IFR,,state_centroid
FTW74FPG47,ACC,1974-02-19T05:00:00Z,DALARK,Arkansas,United States,N89792,None,0,0,0,,34.7256,-92.3577,CESSNA,140,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74FRG64,ACC,1974-02-18T05:00:00Z,LOMA ALTA,Texas,United States,N4029Z,Serious,0,2,0,,29.786,-95.3885,PIPER,PA-18,AIR,,,FALSE,1,,BUS,91,Destroyed,VFR,,state_centroid
CHI74AC071,ACC,1974-02-18T05:00:00Z,ST.IGNACE,Michigan,United States,N3295Q,None,0,0,0,,42.3834,-83.1024,CESSNA,402,AIR,,MACKINAC,FALSE,2,,,,Substantial,VFR,EXECUTIVE AIRL,state_centroid
MIA74AM070,ACC,1974-02-16T05:00:00Z,FT MEADE,Florida,United States,N4148X,Fatal,2,0,0,,25.784,-80.2101,AERO COMDR,100,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
DEN74FTC25,ACC,1974-02-16T05:00:00Z,PT.OF ROCKS,Wyoming,United States,N8638U,None,0,0,0,,41.135,-104.7902,CESSNA,172,AIR,,,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
LAX74FUA17,ACC,1974-02-15T05:00:00Z,HUNTGTN BCH,California,United States,N7266,None,0,0,0,,34.1141,-118.4068,TURNER,SCOUT,AIR,,MEADOWLARK,TRUE,1,,FLTS,91,Substantial,VFR,,state_centroid
MIA74DLG23,ACC,1974-02-13T05:00:00Z,PLANTERSVILLE,South Carolina,United States,N2986G,Minor,0,0,1,,32.8168,-79.9687,CHAMPION,7ECA,AIR,,,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
ANC74AA055,ACC,1974-02-10T05:00:00Z,SWANSON R,Alaska,United States,N4051Q,None,0,0,0,,61.1508,-149.1091,CESSNA,402,AIR,,SWANSON RIVER,FALSE,2,,,,Substantial,VFR,ERA HELICOPTER,state_centroid
NYC74FFA21,ACC,1974-02-10T05:00:00Z,DUANESBURG,New York,United States,N3636Q,Minor,0,0,3,,40.6943,-73.9249,BEECH,A23-19,AIR,,DUANESBURG COUNTY,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
IAD74DIJ11,ACC,1974-02-10T05:00:00Z,TAZEWELL CO,Virginia,United States,N99171,Minor,0,0,1,,36.7335,-76.0435,ERCO,415-C,AIR,,,FALSE,1,,INST,91,Destroyed,VFR,,state_centroid
DEN74FTE57,ACC,1974-02-09T05:00:00Z,STEAMBOAT SP,Colorado,United States,N901E,Serious,0,1,5,,39.762,-104.8758,PIPER,PA-23,AIR,,STEAMBOAT SPRINGS,FALSE,2,,PERS,91,Destroyed,VFR,,state_centroid
NYC74DFA20,ACC,1974-02-09T05:00:00Z,HAMILTON,New York,United States,N8921B,None,0,0,0,,40.6943,-73.9249,CESSNA,172,AIR,,AMA EXECUTIVE,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
OAK74DVG29,ACC,1974-02-09T05:00:00Z,LK.BERRYESA,California,United States,N7387V,None,0,0,0,,34.1141,-118.4068,BELLANCA,17-31,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
CHI74DEM43,ACC,1974-02-09T05:00:00Z,LINWOOD,Michigan,United States,N7028W,None,0,0,0,,42.3834,-83.1024,PIPER,PA-28,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FNC37,ACC,1974-02-09T05:00:00Z,WILMINGTON,Vermont,United States,N510BB,None,0,0,0,,44.4876,-73.2316,PIPER,PA-31,AIR,,MT SNOW,FALSE,2,,PERS,91,Substantial,VFR,,state_centroid
SEA74DYE37,ACC,1974-02-08T05:00:00Z,BLAKELY ISLE,Washington,United States,N4043H,None,0,0,0,,47.6211,-122.3244,PIPER,PA-12,AIR,,BLAKELY ISLAND,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74AN068,ACC,1974-02-07T05:00:00Z,OTIS,Maine,United States,N3527Q,Fatal,1,0,0,,43.6773,-70.2715,CESSNA,172M,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
LAX74DUG41,ACC,1974-02-06T05:00:00Z,LLANO,California,United States,N7622,Minor,0,0,2,,34.1141,-118.4068,SCHWEIZER,SGS232,GLI,,,FALSE,0,,AOBV,91,Destroyed,VFR,,state_centroid
NYC74FNE15,ACC,1974-02-06T05:00:00Z,WINDSOR,Massachusetts,United States,N87926,None,0,0,0,,42.3188,-71.0852,PIPER,J3C-65,AIR,,WINDSOR HILLTOP,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA74AM066,ACC,1974-02-05T05:00:00Z,SANDERSON,Florida,United States,N55195,None,0,0,0,,25.784,-80.2101,PIPER,PA-34,AIR,,,FALSE,2,,,,Substantial,VFR,JAX AERO SERVI,state_centroid
NYC74DFJ27,ACC,1974-02-05T05:00:00Z,RANDOLPH,New York,United States,N6692T,None,0,0,0,,40.6943,-73.9249,CESSNA,150,AIR,,RANDOLPH,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
MIA74FLD63,ACC,1974-02-05T05:00:00Z,CANDLER,Florida,United States,N8532J,None,0,0,0,,25.784,-80.2101,CESSNA,150,AIR,,BELLEVIEW,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
IAD74AI041,ACC,1974-02-04T05:00:00Z,SAMOS,Virginia,United States,N6927G,Fatal,1,0,0,,36.7335,-76.0435,CESSNA,150L,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
CHI74DEM40,ACC,1974-02-03T05:00:00Z,TROUT LAKE,Michigan,United States,N2473P,None,0,0,0,,42.3834,-83.1024,PIPER,PA-22,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
IAD74AI040,ACC,1974-02-03T05:00:00Z,SPEEDWELL,Tennessee,United States,N4888L,Fatal,4,0,0,,36.1715,-86.7842,PIPER,PA-28,AIR,,,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
SEA74DYA20,ACC,1974-02-03T05:00:00Z,MONTPELIER,Montana,United States,N39916,Minor,0,0,1,,45.7891,-108.5526,TAYLORCRAFT,BC12-D,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK74DVG25,ACC,1974-02-03T05:00:00Z,CAPAY,California,United States,N63530,None,0,0,0,,34.1141,-118.4068,BOEING,A75N1,AIR,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
FTW74DRA26,ACC,1974-02-02T05:00:00Z,GILCHRIST,Texas,United States,N3971U,None,0,0,0,,29.786,-95.3885,CESSNA,150E,AIR,,,FALSE,1,,BUS,91,Substantial,IFR,,state_centroid
MIA74DLD60,ACC,1974-02-01T05:00:00Z,SUMMERFIELD,Florida,United States,N38705,None,0,0,0,,25.784,-80.2101,PIPER,J54,AIR,,DALLAS,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
IAD74DLQ24,ACC,1974-02-01T05:00:00Z,ROYALTON,Kentucky,United States,N711JW,Minor,0,0,2,,38.1663,-85.6485,BELL,47J-2,HELI,,,FALSE,1,,BUS,91,Destroyed,VFR,,state_centroid
CHI74FEI25,ACC,1974-01-31T05:00:00Z,PORT CLINTN,Ohio,United States,N92717,Serious,0,1,0,,39.1413,-84.506,CESSNA,172M,AIR,,PUT-IN-BAY,FALSE,1,,,,Substantial,VFR,TRAVEL AIR TAX,state_centroid
OAK74FVG22,ACC,1974-01-30T05:00:00Z,ZAMORA,California,United States,N7445,None,0,0,0,,34.1141,-118.4068,GRUMMAN,G-164,AIR,,MARKS,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
IAD74DIJ10,ACC,1974-01-27T05:00:00Z,MINERL WELLS,West Virginia,United States,N8048S,None,0,0,0,,38.4109,-82.4345,CESSNA,150F,AIR,,SCOTT FIELD,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA74FKG50,ACC,1974-01-27T05:00:00Z,HARRIS NECK,Georgia,United States,N9609L,Minor,0,0,2,,33.7628,-84.422,AMER AVCO,AA-1B,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
IAD74DKM38,ACC,1974-01-27T05:00:00Z,COLERIDGE,North Carolina,United States,N6362G,None,0,0,0,,35.2083,-80.8303,CESSNA,150,AIR,,COLERIDGE,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FHA24,ACC,1974-01-27T05:00:00Z,BIRCHWOOD,Pennsylvania,United States,N9784W,None,0,0,0,,40.0077,-75.1339,PIPER,PA-28,AIR,,BIRCHWOOD POCONO,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA74DLG22,ACC,1974-01-27T05:00:00Z,N MYRTLE BCH,South Carolina,United States,N6551F,None,0,0,0,,32.8168,-79.9687,CESSNA,150,AIR,,CRESCENT BEACH,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
SEA74AS032,ACC,1974-01-27T05:00:00Z,HAMMOND,Montana,United States,N8542,Fatal,2,0,0,,45.7891,-108.5526,BELLANCA,7GCBC,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
NYC74FNE14,ACC,1974-01-27T05:00:00Z,EASTHAMPTON,Massachusetts,United States,N5260B,Serious,0,1,1,,42.3188,-71.0852,MOONEY,M20,AIR,,BARNES MUNI,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
DEN74AD035,ACC,1974-01-27T05:00:00Z,S.DOM.PUBLO,New Mexico,United States,N633Q,Fatal,3,0,0,,35.1054,-106.6465,BEECH,J35,AIR,,,FALSE,1,,,,Destroyed,IFR,TAOS AIRWAYS,state_centroid
NYC74FNA33,ACC,1974-01-26T05:00:00Z,PLYMPTON,Massachusetts,United States,N55904,Minor,0,0,3,,42.3188,-71.0852,PIPER,PA-28,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
CHI74AC063,ACC,1974-01-25T05:00:00Z,WILLOUGHBY H,Ohio,United States,N7672L,Fatal,4,0,0,,39.1413,-84.506,PIPER,PA-31P,AIR,,CUYAHOGA COUNTY,FALSE,2,,EXEC,91,Destroyed,VFR,,state_centroid
MIA74FLG21,ACC,1974-01-22T05:00:00Z,ST MATTHEWS,South Carolina,United States,N8718F,None,0,0,0,,32.8168,-79.9687,HUGHES,269-A,HELI,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
NYC74FNC36,ACC,1974-01-20T05:00:00Z,ELIOT,Maine,United States,N18585,None,0,0,0,,43.6773,-70.2715,CESSNA,150,AIR,,LITTLEBROOK ARPK,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
MKC74DTK08,ACC,1974-01-20T05:00:00Z,BEMIS,South Dakota,United States,N1279D,None,0,0,0,,43.5396,-96.7311,CESSNA,170A,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74FPG42,ACC,1974-01-17T05:00:00Z,PETIT JEAN,Arkansas,United States,N8225,Minor,0,0,1,,34.7256,-92.3577,PIPER,PA-25,AIR,,,FALSE,1,,FERY,91,Destroyed,VFR,,state_centroid
IAD74FID27,ACC,1974-01-16T05:00:00Z,GLOUCESTER,Virginia,United States,N8740G,None,0,0,0,,36.7335,-76.0435,CESSNA,150F,AIR,,GLOUCESTER,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74DRG49,ACC,1974-01-16T05:00:00Z,QUIHI,Texas,United States,N9172P,None,0,0,0,,29.786,-95.3885,PIPER,PA-24,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
MKC74DTK07,ACC,1974-01-16T05:00:00Z,CEDAR BUTTE,South Dakota,United States,N2716C,None,0,0,0,,43.5396,-96.7311,CESSNA,170B,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FNC34,ACC,1974-01-13T05:00:00Z,JAFFREY,New Hampshire,United States,N65177,None,0,0,0,,42.7491,-71.491,CESSNA,R172E,AIR,,JAFFREY MUNICIPAL,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
SEA74DYE34,ACC,1974-01-13T05:00:00Z,HOLLY,Washington,United States,N7234G,None,0,0,0,,47.6211,-122.3244,CESSNA,172,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
LAX74DVA40,ACC,1974-01-12T05:00:00Z,KENNEDY MDS,California,United States,N9781A,None,0,0,0,,34.1141,-118.4068,CESSNA,170A,AIR,,KENNEDY MEADOWS,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK74AP028,ACC,1974-01-12T05:00:00Z,PIEDRA,California,United States,N3833A,Fatal,1,0,0,,34.1141,-118.4068,SCHWEIZER,SGS126,GLI,,WONDER VALLEY,FALSE,0,,PERS,91,Destroyed,VFR,,state_centroid
MIA74AM057,ACC,1974-01-11T05:00:00Z,PLACIDA,Florida,United States,N711FN,None,0,0,0,,25.784,-80.2101,LOCKHEED,18-56,AIR,,CAPE HAZE-ROTUNDA,FALSE,2,,,91,Substantial,IFR,,state_centroid
MKC74DCJ25,ACC,1974-01-07T05:00:00Z,ONEILL,Nebraska,United States,N2367F,None,0,0,0,,41.2627,-96.0529,CESSNA,210E,AIR,,CURRY RANCH STRIP,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
NYC74DNC33,INC,1974-01-07T05:00:00Z,FRENCHVILLE,Maine,United States,N4188R,None,0,0,0,,43.6773,-70.2715,PIPER,PA-32,AIR,,N.AROOSTOOK,FALSE,1,,PERS,91,Minor,VFR,,state_centroid
LAX74AL050,ACC,1974-01-07T05:00:00Z,BIG BEAR CY,California,United States,N9269Q,Fatal,3,0,0,,34.1141,-118.4068,BEECH,58,AIR,,,FALSE,2,,BUS,91,Destroyed,VFR,,state_centroid
MKC74DER33,ACC,1974-01-06T05:00:00Z,FORREST LAKE,Minnesota,United States,N20183,None,0,0,0,,44.9635,-93.2678,CESSNA,172M,AIR,,JOURNEYS END,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FNA31,ACC,1974-01-06T05:00:00Z,WESTFORD,Massachusetts,United States,N30313,Serious,0,1,0,,42.3188,-71.0852,PIPER,J5A,AIR,,BROWN,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74FPM17,ACC,1974-01-05T05:00:00Z,TUSLA,Oklahoma,United States,N8463M,None,0,0,0,,35.4676,-97.5136,CESSNA,150K,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
ANC74AA051,ACC,1974-01-05T05:00:00Z,ST MARYS,Alaska,United States,N2125F,None,0,0,0,,61.1508,-149.1091,CESSNA,U206,AIR,,ANDREAFSKY RIVER,FALSE,1,,,,Substantial,VFR,BUSH SUPPORT S,state_centroid
LAX74AL048,ACC,1974-01-05T05:00:00Z,SUNLAND,California,United States,N2711V,Fatal,3,0,0,,34.1141,-118.4068,BEECH,D50,AIR,,,FALSE,2,,PERS,91,Destroyed,IFR,,state_centroid
FTW74DRG48,ACC,1974-01-04T05:00:00Z,MOUNTAIN HOME,Texas,United States,N2027X,None,0,0,0,,29.786,-95.3885,CESSNA,182H,AIR,,,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
CHI74FEI20,ACC,1974-01-04T05:00:00Z,UPR SANDUSKY,Ohio,United States,N3893X,None,0,0,0,,39.1413,-84.506,AERO COMDR,100,AIR,,WYANDOT CO,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74DHD25,ACC,1974-01-01T05:00:00Z,HONEYBROOK,Pennsylvania,United States,N7867V,Minor,0,0,2,,40.0077,-75.1339,MOONEY,M20C,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
ANC74FAA23,ACC,1973-12-30T05:00:00Z,FT.YUKON,Alaska,United States,N9625B,Minor,0,0,2,,61.1508,-149.1091,CESSNA,180,AIR,,FT.YUKON,FALSE,1,,PERS,91,Substantial,IFR,,state_centroid
SEA74DYC30,ACC,1973-12-30T05:00:00Z,MOCALLA,Oregon,United States,N55620,None,0,0,0,,45.5371,-122.65,PIPER,PA-28,AIR,,HUTCHINSON,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
SEA74DYA18,ACC,1973-12-29T05:00:00Z,BONE,Idaho,United States,N8002D,None,0,0,0,,43.6005,-116.2308,PIPER,PA-22,AIR,,FARM FIELD,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
SEA74FTA15,ACC,1973-12-29T05:00:00Z,BELLE CREEK,Montana,United States,N2295J,None,0,0,0,,45.7891,-108.5526,CESSNA,150,AIR,,BELLE CREEK,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
CHI74FEK10,ACC,1973-12-28T05:00:00Z,VANWERT,Ohio,United States,N50675,None,0,0,0,,39.1413,-84.506,CESSNA,150J,AIR,,VANWERT MUNICIPAL,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
IAD74DLQ20,ACC,1973-12-26T05:00:00Z,MORELAND,Kentucky,United States,N20351,None,0,0,0,,38.1663,-85.6485,CESSNA,172,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK74AP025,ACC,1973-12-26T05:00:00Z,KINGS LDG,California,United States,N68626,Fatal,3,0,0,,34.1141,-118.4068,BEECH,C35,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
DEN74AD052,ACC,1973-12-25T05:00:00Z,SARGENTS,Colorado,United States,N5543G,Fatal,1,0,0,,39.762,-104.8758,CESSNA,150J,AIR,,,FALSE,1,,PERS,91,Destroyed,UNK,,state_centroid
MIA74FLA26,ACC,1973-12-25T05:00:00Z,GAINSVILLE,Florida,United States,N330CB,None,0,0,0,,25.784,-80.2101,BEECH,65,AIR,,GAINSVILLE MUN,FALSE,2,,EXEC,91,Substantial,VFR,,state_centroid
FTW74FRA21,ACC,1973-12-24T05:00:00Z,CORDELE,Texas,United States,N2005U,Serious,0,4,0,,29.786,-95.3885,MAULE,M4220C,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
LAX74DUG33,ACC,1973-12-23T05:00:00Z,APPLE VALLY,California,United States,N6206M,None,0,0,0,,34.1141,-118.4068,STINSON,108-3,AIR,,APPLE VALLEY,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
