NtsbNo,EventType,EventDate,City,State,Country,N,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,CoordSource
CHI74AC087,ACC,1974-05-05T04:00:00Z,WILLOUGHBY H,Ohio,United States,N5178S,Fatal,1,2,0,,39.1413,-84.506,PIPER,PA-28,AIR,,CUYAHOGA CO,FALSE,1,,INST,91,Destroyed,IFR,,state_centroid
LAX74DUG53,ACC,1974-05-04T04:00:00Z,LK ELSINORE,California,United States,N65E,None,0,0,0,,34.1141,-118.4068,HOWARD,DGA15P,AIR,,SKYLARK FIELD,FALSE,1,,SKYD,91,Substantial,VFR,,state_centroid
MIA74AM089,ACC,1974-05-04T04:00:00Z,BAY ST LOUIS,Mississippi,United States,N54413,Fatal,4,0,0,,32.3157,-90.2125,PIPER,PA-28R,AIR,,,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
OAK74DVG56,ACC,1974-05-04T04:00:00Z,E.NICOLAUS,California,United States,N56914,None,0,0,0,,34.1141,-118.4068,BOEING,A75N1,AIR,,SO.BREWER STRIP,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
NYC74DHA28,ACC,1974-05-04T04:00:00Z,HILLSBORO,New Jersey,United States,N46281,None,0,0,0,,40.2237,-74.7641,CESSNA,172,AIR,,KUPPER,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
LAX74DUJ67,ACC,1974-05-03T04:00:00Z,SHOWLOW,Arizona,United States,N2341A,None,0,0,0,,33.5722,-112.0892,PIPER,PA-22,AIR,,SHOWLOW,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74AF078,ACC,1974-05-03T04:00:00Z,HONOBIA,Oklahoma,United States,N6449J,Fatal,3,0,0,,35.4676,-97.5136,PIPER,PA-28,AIR,,CHRIST'S 40 ACRES,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
FTW74AF079,ACC,1974-05-03T04:00:00Z,HOCKEY,Texas,United States,N5286T,Fatal,3,0,0,,29.786,-95.3885,PIPER,PA-34,AIR,,,FALSE,2,,BUS,91,Destroyed,VFR,,state_centroid
FTW74DPM23,ACC,1974-05-02T04:00:00Z,HONOBIA,Oklahoma,United States,N3801R,None,0,0,0,,35.4676,-97.5136,CESSNA,172,AIR,,CHRISTS 40 ACRES,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
IAD74FID37,ACC,1974-05-02T04:00:00Z,GLOUCESTER,Virginia,United States,N8644,None,0,0,0,,36.7335,-76.0435,BELLANCA,7ECA,AIR,,GLOUCESTER,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC74FNC41,ACC,1974-05-02T04:00:00Z,N CONWAY,New Hampshire,United States,N1836,Minor,0,0,2,,42.7491,-71.491,CESSNA,305A,AIR,,NORTH CONWAY,FALSE,1,,GLDT,91,Substantial,VFR,,state_centroid
FTW74DPM25,ACC,1974-05-02T04:00:00Z,HONOBIA,Oklahoma,United States,VP-HCC,Minor,0,0,2,,35.4676,-97.5136,CESSNA,180,AIR,,CHRIST'S 40 ACRES,FALSE,1,,PERS,,Destroyed,VFR,,state_centroid
OAK74AXQ35,ACC,1974-05-01T04:00:00Z,SO.LK TAHOE,California,United States,N1817T,None,0,0,0,,34.1141,-118.4068,PIPER,PA-28,AIR,,LAKE TAHOE CO,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74DFJ36,ACC,1974-04-30T04:00:00Z,HOPEWELL,New York,United States,N60151,None,0,0,0,,40.6943,-73.9249,CESSNA,150,AIR,,HOPEWELL AIRPARK,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC74DFA30,ACC,1974-04-30T04:00:00Z,NORTH ELBA,New York,United States,N14TD,Serious,0,1,0,,40.6943,-73.9249,PIPER,PA-23,AIR,,,FALSE,2,,AAPL,91,Destroyed,VFR,,state_centroid
IAD74FID34,ACC,1974-04-29T04:00:00Z,GLOUCESTER,Virginia,United States,N86626,Serious,0,2,0,,36.7335,-76.0435,BELLANCA,7ECA,AIR,,GLOUCESTER,FALSE,1,,,91,Destroyed,VFR,,state_centroid
FTW74DPM22,ACC,1974-04-29T04:00:00Z,ZAFRA,Oklahoma,United States,N9991T,None,0,0,0,,35.4676,-97.5136,CESSNA,182D,AIR,,RILEY DONICA,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA74DKJ53,ACC,1974-04-29T04:00:00Z,FT PAYNE,Alabama,United States,N1208E,None,0,0,0,,33.5279,-86.7971,AERONCA,7AC,AIR,,ISEBELL,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74FRA38,ACC,1974-04-28T04:00:00Z,ORANGEFIELD,Texas,United States,N8564G,Minor,0,0,1,,29.786,-95.3885,CESSNA,150F,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
CHI74FEC42,ACC,1974-04-27T04:00:00Z,CAMBRIDGE JT,Michigan,United States,N2240A,Minor,0,0,1,,42.3834,-83.1024,PIPER,PA-22,AIR,,FARM STRIP,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
OAK74DXQ37,ACC,1974-04-27T04:00:00Z,YERRINGTON,Nevada,United States,N17892,None,0,0,0,,36.2333,-115.2654,SCHWEIZER,SGS232,GLI,,FLYING M RANCH,FALSE,0,,PERS,91,Substantial,VFR,,state_centroid
IAD74FID35,ACC,1974-04-27T04:00:00Z,TANGIER ISL,Virginia,United States,N8844Y,None,0,0,0,,36.7335,-76.0435,PIPER,PA-39,AIR,,TANGIER ISLAND,FALSE,2,,PERS,91,Substantial,VFR,,state_centroid
NYC74FNE21,ACC,1974-04-26T04:00:00Z,ASHFORD,Connecticut,United States,N5358Q,Serious,0,1,0,,41.7661,-72.6834,CESSNA,150L,AIR,,,FALSE,1,,INST,91,Destroyed,VFR,,state_centroid
CHI74FEC41,ACC,1974-04-26T04:00:00Z,GROSSE ILE,Michigan,United States,N14428,None,0,0,0,,42.3834,-83.1024,NORD STAMPE,SV4C,AIR,,GROSSE ILE MUNI,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FNC40,ACC,1974-04-25T04:00:00Z,GRAY,Maine,United States,N25237,Serious,0,1,0,,43.6773,-70.2715,LUSCOMBE,8A,AIR,,,FALSE,1,,INST,91,Destroyed,VFR,,state_centroid
LAX74AL074,ACC,1974-04-25T04:00:00Z,JOHNSONDALE,California,United States,N7173F,Fatal,2,0,0,,34.1141,-118.4068,CESSNA,150F,AIR,,,FALSE,1,,BUS,91,Destroyed,VFR,,state_centroid
OAK74FXQ34,ACC,1974-04-24T04:00:00Z,EAST DAYTON,Nevada,United States,N8259,Minor,0,0,3,,36.2333,-115.2654,ALOUETTE,III,HELI,,,FALSE,1,,AOBV,91,Substantial,VFR,,state_centroid
MIA74DLD84,ACC,1974-04-24T04:00:00Z,PLEASANT GROV,Florida,United States,N936,None,0,0,0,,25.784,-80.2101,HILLER ACFT,UH-12D,HELI,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
OAK74DVG48,ACC,1974-04-22T04:00:00Z,SLOUGHHOUSE,California,United States,N61175,None,0,0,0,,34.1141,-118.4068,CESSNA,150,AIR,,RANCHO MURIETA,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC74AN090,ACC,1974-04-22T04:00:00Z,BOOTHBAY HARBR,Maine,United States,N50819,Fatal,1,0,1,,43.6773,-70.2715,CESSNA,150,AIR,,BOOTHBAY HARBOR,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC74FNE19,ACC,1974-04-21T04:00:00Z,W GOSHEN,Connecticut,United States,N4138X,None,0,0,0,,41.7661,-72.6834,AERO COMDR,100,AIR,,TYLER VIEW,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74FNE20,ACC,1974-04-21T04:00:00Z,EAST PUTMAN,Connecticut,United States,N4895,None,0,0,0,,41.7661,-72.6834,ENSTROM,F-28A,HELI,,,FALSE,1,,,91,Destroyed,VFR,,state_centroid
NYC74FHA29,ACC,1974-04-21T04:00:00Z,E STROUDSBURG,Pennsylvania,United States,N33621,None,0,0,0,,40.0077,-75.1339,BOEING,E-75,AIR,,BIRCHWOOD-POCONO,FALSE,1,,GLDT,91,Substantial,VFR,,state_centroid
NYC74DFJ30,ACC,1974-04-21T04:00:00Z,LEROY,New York,United States,N7549G,None,0,0,0,,40.6943,-73.9249,CESSNA,172,AIR,,BICKFORD FIELD,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC74FHD34,ACC,1974-04-21T04:00:00Z,PENNSAUKEN,New Jersey,United States,N6831G,Serious,0,2,0,,40.2237,-74.7641,CESSNA,150L,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
NYC74FFA28,ACC,1974-04-21T04:00:00Z,DUANESBURG,New York,United States,N1536Q,Minor,0,0,1,,40.6943,-73.9249,CESSNA,150,AIR,,DUANESBURG,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
IAD74DKW34,ACC,1974-04-21T04:00:00Z,SURGOINSVILE,Tennessee,United States,N3176X,None,0,0,0,,36.1715,-86.7842,CESSNA,150G,AIR,,HAWKINS COUNTY,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC74DNC39,ACC,1974-04-20T04:00:00Z,HOLLIS,New Hampshire,United States,N1109S,None,0,0,0,,42.7491,-71.491,SCHWEIZER,SG1-26,GLI,,,FALSE,0,,PERS,91,Destroyed,VFR,,state_centroid
DEN74DQG59,ACC,1974-04-20T04:00:00Z,TUMCUMCARI,New Mexico,United States,N1586Q,None,0,0,0,,35.1054,-106.6465,CESSNA,150,AIR,,,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC74FGM25,ACC,1974-04-19T04:00:00Z,CONNELSVILLE,Pennsylvania,United States,N5209Y,None,0,0,0,,40.0077,-75.1339,PIPER,PA-23,AIR,,CONNELSVILLE,FALSE,2,,BUS,91,Substantial,VFR,,state_centroid
NYC74AN092,ACC,1974-04-19T04:00:00Z,CHAMPION,Pennsylvania,United States,N7296Y,Fatal,2,0,0,,40.0077,-75.1339,PIPER,PA-30,AIR,,SEVEN SPRINGS,FALSE,2,,PERS,91,Destroyed,IFR,,state_centroid
MIA74FKA09,ACC,1974-04-18T04:00:00Z,SAN SABASTIAN,Puerto Rico,United States,N73264,Serious,0,1,0,,18.3985,-66.061,BELL,47G2A1,HELI,,,FALSE,1,,AAPL,91,Destroyed,VFR,,state_centroid
SEA74DYG28,ACC,1974-04-18T04:00:00Z,NEZ PERCE,Idaho,United States,N8080V,None,0,0,0,,43.6005,-116.2308,CESSNA,A188B,AIR,,NEZ PERCE,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
ANC74AA067,ACC,1974-04-18T04:00:00Z,PT WAKEFIELD,Alaska,United States,N1924U,Minor,0,0,1,,61.1508,-149.1091,CESSNA,185,AIR,,,FALSE,1,,,,Substantial,VFR,KODIAK AIRWAYS INC,state_centroid
IAD74DKW33,ACC,1974-04-18T04:00:00Z,JONESBORO,Tennessee,United States,N8124Z,Minor,0,0,2,,36.1715,-86.7842,CESSNA,205,AIR,,DEKER,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK74DVG46,ACC,1974-04-17T04:00:00Z,KNIGHTS LDG,California,United States,N66923,None,0,0,0,,34.1141,-118.4068,BOEING,A75,AIR,,FARM STRIP,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
NYC74FNE17,ACC,1974-04-17T04:00:00Z,HARWINTON,Connecticut,United States,N76131,None,0,0,0,,41.7661,-72.6834,CESSNA,140,AIR,,JOHNNYCAKE,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC74DGM24,ACC,1974-04-17T04:00:00Z,WILLIAMBURG,Pennsylvania,United States,N6259G,None,0,0,0,,40.0077,-75.1339,CESSNA,150,AIR,,COVE VALLEY,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
IAD74DHO33,ACC,1974-04-16T04:00:00Z,HARTLEY,Delaware,United States,N7778V,None,0,0,0,,39.161,-75.5202,AERO COMDR,A-9B,AIR,,PRIVATE AIRSTRIP,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
OAK74FVW18,ACC,1974-04-16T04:00:00Z,SLOAN,Nevada,United States,N5916H,None,0,0,0,,36.2333,-115.2654,PIPER,PA-16,AIR,,SLOAN AIRSTRIP,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MKC74DCD26,ACC,1974-04-16T04:00:00Z,LAPORTE CITY,Iowa,United States,N16166,None,0,0,0,,41.5725,-93.6105,CESSNA,150,AIR,,NICHOLS,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
IAD74DKM51,ACC,1974-04-15T04:00:00Z,COLERIDGE,North Carolina,United States,N35691,Minor,0,0,3,,35.2083,-80.8303,CESSNA,172,AIR,,COLERIDGE,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC74AN088,ACC,1974-04-15T04:00:00Z,DORSET,Vermont,United States,N78990,Fatal,4,0,0,,44.4876,-73.2316,MOONEY,M20C,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
SEA74FYC46,ACC,1974-04-15T04:00:00Z,BATTLE GRND,Washington,United States,N3405T,Serious,0,2,0,,47.6211,-122.3244,CESSNA,177,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
IAD74DKM52,ACC,1974-04-15T04:00:00Z,L SWITZERLAND,North Carolina,United States,N52641,None,0,0,0,,35.2083,-80.8303,CESSNA,182,AIR,,SOD STRIP,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
LAX74FUQ34,ACC,1974-04-15T04:00:00Z,CALIF CITY,California,United States,N1843,Serious,0,1,0,,34.1141,-118.4068,GENIE,265,AIR,,CALIFORNIA CITY,TRUE,1,,PERS,91,Destroyed,VFR,,state_centroid
OAK74DVG41,ACC,1974-04-14T04:00:00Z,SHINGLE SPG,California,United States,N2764R,Minor,0,0,2,,34.1141,-118.4068,SCHWEIZER,SGU222,GLI,,ALTAIR-CAMERON,FALSE,0,,INST,91,Substantial,VFR,,state_centroid
MIA74FKG70,ACC,1974-04-14T04:00:00Z,NEWMAN,Georgia,United States,N5594W,Serious,0,3,1,,33.7628,-84.422,PIPER,PA-28,AIR,,NEWMAN-COWETA,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK74FVG43,ACC,1974-04-14T04:00:00Z,CLEAR LAKE,California,United States,N6733C,Fatal,2,0,0,,34.1141,-118.4068,STITS,SA6B,AIR,,,TRUE,1,,PERS,91,Destroyed,VFR,,state_centroid
IAD74FL025,ACC,1974-04-13T04:00:00Z,MT OLIVET,Kentucky,United States,N9681T,Minor,0,0,1,,38.1663,-85.6485,CESSNA,210,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK74DVA57,ACC,1974-04-13T04:00:00Z,CHOLAME,California,United States,N2436P,Minor,0,0,3,,34.1141,-118.4068,PIPER,PA-22,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
NYC74DHA26,ACC,1974-04-13T04:00:00Z,STILLWATER,New Jersey,United States,N61208,None,0,0,0,,40.2237,-74.7641,CESSNA,150J,AIR,,,FALSE,1,,FERY,91,Substantial,IFR,,state_centroid
FTW74AF072,ACC,1974-04-12T04:00:00Z,ADDICKS,Texas,United States,N2489R,Fatal,2,1,0,,29.786,-95.3885,PIPER,PA-28,AIR,,LAKESIDE,FALSE,1,,INST,91,Destroyed,VFR,,state_centroid
ANC74DAG98,ACC,1974-04-12T04:00:00Z,MT.VILLAGE,Alaska,United States,N5724C,None,0,0,0,,61.1508,-149.1091,CESSNA,170A,AIR,,MOUNTAIN VILLAGE,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
LAX74AL070,ACC,1974-04-12T04:00:00Z,RIMROCK,Arizona,United States,N5841L,Fatal,2,2,0,,33.5722,-112.0892,AMER AVCO,AA5,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
MKC74AK061,ACC,1974-04-12T04:00:00Z,PATTERSON,Missouri,United States,N2968T,Fatal,2,0,0,,38.6359,-90.2451,AERO COMDR,200-D,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
OAK74DXQ41,ACC,1974-04-11T04:00:00Z,SILVER SPRNGS,Nevada,United States,N123R,None,0,0,0,,36.2333,-115.2654,AER-PEGASO,M-100S,GLI,,,FALSE,0,,PERS,91,Substantial,VFR,,state_centroid
NYC74DFA26,ACC,1974-04-11T04:00:00Z,CAMP DRUM,New York,United States,N5545J,None,0,0,0,,40.6943,-73.9249,PIPER,PA-28,AIR,,,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
FTW74DPG55,ACC,1974-04-10T04:00:00Z,SCHUG,Arkansas,United States,N9752K,None,0,0,0,,34.7256,-92.3577,STINSON,108-2,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
LAX74DUG47,ACC,1974-04-10T04:00:00Z,APPLE VLY,California,United States,N76385,None,0,0,0,,34.1141,-118.4068,CESSNA,120,AIR,,APPLE VALLEY,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
IAD74II054,INC,1974-04-08T04:00:00Z,CHARLESTOWN,South Carolina,United States,N8E,None,0,0,0,,32.8168,-79.9687,GRUMMAN,G-159,AIR,,,FALSE,2,,,91,Minor,VFR,,state_centroid
IAD74AI056,ACC,1974-04-08T04:00:00Z,MAYSVILLE,West Virginia,United States,N41953,Fatal,2,0,0,,38.4109,-82.4345,PIPER,PA-28,AIR,,,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
MIA74DLA40,ACC,1974-04-07T05:00:00Z,DESTIN,Georgia,United States,N7876R,None,0,0,0,,33.7628,-84.422,BEECH,E33A,AIR,,DESTIN-FT WALTON,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK74DVD29,ACC,1974-04-07T05:00:00Z,ROHNERVILLE,California,United States,N977,Minor,0,0,1,,34.1141,-118.4068,SCORPION,II,HELI,,ROHNERVILLE,TRUE,1,,INST,91,Substantial,VFR,,state_centroid
ANC74IA064,INC,1974-04-07T05:00:00Z,SAGWON,Alaska,United States,N9262R,None,0,0,0,,61.1508,-149.1091,LOCKHEED GA,382B,AIR,,,FALSE,4,,,91,Minor,VFR,,state_centroid
LAX74FUQ32,ACC,1974-04-07T05:00:00Z,SNTA SUSANA,California,United States,N11469,None,0,0,0,,34.1141,-118.4068,CESSNA,150,AIR,,SANTA SUSANA,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
DEN74DTE65,ACC,1974-04-06T05:00:00Z,SHERIDAN LK,Colorado,United States,N6760B,None,0,0,0,,39.762,-104.8758,PIPER,PA-18A,AIR,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
LAX74AL068,ACC,1974-04-05T05:00:00Z,SAN FRNANDO,California,United States,N6552B,Fatal,4,0,0,,34.1141,-118.4068,MOONEY,M20A,AIR,,SAN FERNANDO,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
CHI74AC082,ACC,1974-04-04T05:00:00Z,RATTLESNK IS,Ohio,United States,N9229L,Fatal,1,0,1,,39.1413,-84.506,AMER AVCO,AA1-A,AIR,,RATTLESNAKE IS,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74DRA32,ACC,1974-04-03T05:00:00Z,BARKER,Texas,United States,N7371,None,0,0,0,,29.786,-95.3885,GRUMMAN,G-164A,AIR,,FRANZ STRIP,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
CHI74FET20,ACC,1974-04-02T05:00:00Z,BERRIEN SPGS,Michigan,United States,N6325B,None,0,0,0,,42.3834,-83.1024,CESSNA,182A,AIR,,ANDREW UNIVERSITY,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
IAD74FID30,ACC,1974-04-02T05:00:00Z,ASSATEAGUE ISL,Virginia,United States,N9014R,None,0,0,0,,36.7335,-76.0435,BEECH,T-34,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA74FKG67,ACC,1974-03-31T05:00:00Z,ST SIMONS ISL,Georgia,United States,N848NS,None,0,0,0,,33.7628,-84.422,BEECH,99,AIR,,MALCOLM MCKINNON,FALSE,2,,,,Destroyed,VFR,AIR SOUTH INC0,state_centroid
OAK74DVD26,ACC,1974-03-31T05:00:00Z,SCHELLVILLE,California,United States,N6364A,None,0,0,0,,34.1141,-118.4068,CESSNA,182,AIR,,SONOMA VALLEY,FALSE,1,,FLTS,91,Substantial,VFR,,state_centroid
LAX74FUQ31,ACC,1974-03-31T05:00:00Z,SIMI,California,United States,N2567Y,Minor,0,0,1,,34.1141,-118.4068,CESSNA,172D,AIR,,SANTA SUSANA,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
LAX74DUG46,ACC,1974-03-31T05:00:00Z,PALM SPRNGS,California,United States,N3474R,None,0,0,0,,34.1141,-118.4068,CESSNA,182,AIR,,PALM SPRINGS,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA74FLG26,ACC,1974-03-30T05:00:00Z,HILTON HEAD,South Carolina,United States,N2245Y,Serious,0,2,0,,32.8168,-79.9687,CESSNA,177,AIR,,HILTON HEAD,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MKC74DCQ33,ACC,1974-03-30T05:00:00Z,ST GEORGE,Kansas,United States,N1136B,None,0,0,0,,37.6895,-97.3443,LUSCOMBE,8A,AIR,,GELLINGER,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
DEN74DTE61,ACC,1974-03-30T05:00:00Z,CRESTD BUTTE,Colorado,United States,N1953V,Minor,0,0,1,,39.762,-104.8758,BEECH,V35A,AIR,,CRESTED BUTTE,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
MKC74FCG28,ACC,1974-03-30T05:00:00Z,BONNER SPRGS,Kansas,United States,N1242D,None,0,0,0,,37.6895,-97.3443,CESSNA,170A,AIR,,SURBURBAN,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
LAX74DUG45,ACC,1974-03-30T05:00:00Z,PALM SPRNGS,California,United States,N16028,Minor,0,0,1,,34.1141,-118.4068,CESSNA,150,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW74DPD39,ACC,1974-03-30T05:00:00Z,GOULDBUSK,Texas,United States,N8145H,None,0,0,0,,29.786,-95.3885,HILLER ACFT,UH-12A,HELI,,,FALSE,1,,OWRK,91,Substantial,VFR,,state_centroid
MKC74FCG29,ACC,1974-03-30T05:00:00Z,LEES SUMMIT,Missouri,United States,N3109Z,None,0,0,0,,38.6359,-90.2451,PIPER,PA-22,AIR,,MCCOMAS,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
LAX74AL066,ACC,1974-03-30T05:00:00Z,ARLINGTON,California,United States,N92409,Fatal,1,0,0,,34.1141,-118.4068,CESSNA,182N,AIR,,RIVERSIDE,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
LAX74DUG48,ACC,1974-03-28T05:00:00Z,VIDAL,California,United States,N9799V,None,0,0,0,,34.1141,-118.4068,CESSNA,A188,AIR,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
MIA74FLD79,ACC,1974-03-28T05:00:00Z,FOREST LAKE,Florida,United States,N3503J,Serious,0,1,1,,25.784,-80.2101,CESSNA,150,AIR,,FOREST LAKE,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
CHI74AC079,ACC,1974-03-28T05:00:00Z,GLEN FLORA,Wisconsin,United States,N8654G,Fatal,1,0,0,,43.0642,-87.9675,CESSNA,150F,AIR,,,FALSE,1,,INST,91,Destroyed,VFR,,state_centroid
NYC74DFA23,ACC,1974-03-27T05:00:00Z,FRANKFORT,New York,United States,N1800P,Minor,0,0,2,,40.6943,-73.9249,BEECH,A23-24,AIR,,HIGHLAND,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
NYC74DHM22,ACC,1974-03-27T05:00:00Z,RED HOOK,New York,United States,N92836,None,0,0,0,,40.6943,-73.9249,CESSNA,182N,AIR,,SKYPARK,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
CHI74DEV41,ACC,1974-03-27T05:00:00Z,WARE,Illinois,United States,N7248,None,0,0,0,,41.8375,-87.6866,GRUMMAN,G-164A,AIR,,WARE STRIP,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
CHI74DEP38,ACC,1974-03-24T05:00:00Z,SHEBOYGN FALL,Wisconsin,United States,N40903,None,0,0,0,,43.0642,-87.9675,PIPER,PA-28,AIR,,SHEBOYGAN COUNTY,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
ANC74FAA32,ACC,1974-03-24T05:00:00Z,DELTA JNCTN,Alaska,United States,N2934N,Serious,0,1,0,,61.1508,-149.1091,CESSNA,140,AIR,,BLACK RAPIDS,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
SEA74DYI10,ACC,1974-03-24T05:00:00Z,LONDON,Oregon,United States,N90469,None,0,0,0,,45.5371,-122.65,HILLER ACFT,UH-12E,HELI,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
IAD74DIG20,ACC,1974-03-23T05:00:00Z,HARRISONVILLE,Maryland,United States,N7608P,None,0,0,0,,39.3051,-76.6144,PIPER,PA-24,AIR,,HERRARAS,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
DEN74DTE59,ACC,1974-03-23T05:00:00Z,HESPERUS,Colorado,United States,N246H,Minor,0,0,1,,39.762,-104.8758,SAMPSON,B,AIR,,,TRUE,1,,PERS,91,Substantial,VFR,,state_centroid
CHI74FEA33,ACC,1974-03-23T05:00:00Z,W LAFAYETTE,Indiana,United States,N5568P,None,0,0,0,,39.7771,-86.1458,PIPER,PA-24,AIR,,PURDUE,FALSE,1,,PERS,91,Substantial,IFR,,state_centroid
OAK74FXQ28,ACC,1974-03-23T05:00:00Z,BORDERTOWN,Nevada,United States,N1136W,None,0,0,0,,36.2333,-115.2654,BELL,47G-3B,HELI,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
MIA74FKG64,ACC,1974-03-23T05:00:00Z,MCRAE,Georgia,United States,N5425S,Serious,0,4,0,,33.7628,-84.422,CESSNA,337,AIR,,,FALSE,2,,,91,Destroyed,VFR,,state_centroid
CHI74DEP37,ACC,1974-03-23T05:00:00Z,LACROSSE,Wisconsin,United States,N15255,None,0,0,0,,43.0642,-87.9675,PIPER,PA-28,AIR,,,FALSE,1,,PERS,91,Substantial,IFR,,state_centroid
OAK74IP046,INC,1974-03-23T05:00:00Z,TRAVIS AFB,California,United States,N6164A,,0,0,0,,34.1141,-118.4068,DOUGLAS,DC-8,AIR,,TRAVIS AFB,FALSE,4,,,,Destroyed,VFR,AIRLIFT INTERNATIONAL INC,state_centroid
NYC74FNA39,ACC,1974-03-22T05:00:00Z,MARTHAS VYRD,Massachusetts,United States,N5510U,None,0,0,0,,42.3188,-71.0852,PIPER,PA-28,AIR,,SPAULDINGS FARM,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC74AN078,ACC,1974-03-20T05:00:00Z,PT PENINSULA,New York,United States,CF-SKL,None,0,0,0,,40.6943,-73.9249,PIPER,PA-23,AIR,,,FALSE,2,,,,Substantial,VFR,WAGNER AVIATIO,state_centroid
LAX74DUJ48,ACC,1974-03-18T05:00:00Z,GRND.CANYON,Arizona,United States,N4052G,None,0,0,0,,33.5722,-112.0892,BELL,206B,HELI,,,FALSE,1,,,91,Substantial,VFR,,state_centroid
